datetime,IF1806,IF1803,spread,open,high,low,close,index_volatility,volatility_a
2018/1/3 9:30,4120.2,4109.4,10.8,4091.46,4092.15,4089.73,4089.94,8.114923274,-0.069815214
2018/1/3 9:31,4119.4,4111,8.4,4089.23,4090.15,4088.73,4089.95,7.998482203,-0.116441071
2018/1/3 9:32,4119.4,4110.4,9,4090.43,4091.93,4090.28,4091.93,7.887566042,-0.110916161
2018/1/3 9:33,4119.8,4108.6,11.2,4091.75,4093.52,4091.75,4093.52,7.806549646,-0.081016396
2018/1/3 9:34,4118,4109,9,4093.25,4093.91,4093.08,4093.23,7.79246561,-0.014084036
2018/1/3 9:35,4118,4108,10,4094.14,4094.33,4093.53,4093.62,7.819642003,0.027176393
2018/1/3 9:36,4121.2,4109,12.2,4093.86,4095.37,4093.86,4095.28,7.837196596,0.017554593
2018/1/3 9:37,4123.6,4111,12.6,4095.38,4098.78,4095.38,4098.78,7.859367186,0.02217059
2018/1/3 9:38,4120,4107.4,12.6,4098.74,4099.65,4098.05,4098.05,7.903709395,0.044342209
2018/1/3 9:39,4116.6,4103.8,12.8,4097.48,4097.48,4094.87,4094.87,7.928260967,0.024551572
2018/1/3 9:40,4117,4107,10,4094.7,4094.74,4093.44,4094.08,7.929706529,0.001445562
2018/1/3 9:41,4119.8,4111.2,8.6,4094.71,4097.34,4094.6,4097.34,7.926633269,-0.00307326
2018/1/3 9:42,4120,4109.8,10.2,4097.57,4098.59,4097.57,4098.26,7.917279892,-0.009353378
2018/1/3 9:43,4118,4109.4,8.6,4098.91,4098.92,4097.47,4097.77,7.88684095,-0.030438942
2018/1/3 9:44,4117.2,4108.2,9,4097.15,4098.38,4097.15,4098.38,7.837227613,-0.049613337
2018/1/3 9:45,4120.8,4110.4,10.4,4097.92,4099.31,4097.92,4099.08,7.808393568,-0.028834044
2018/1/3 9:46,4120.8,4111.4,9.4,4098.92,4100.9,4098.8,4100.87,7.802230904,-0.006162664
2018/1/3 9:47,4122,4113,9,4100.73,4102.85,4100.73,4102.69,7.830933349,0.028702445
2018/1/3 9:48,4122.4,4113,9.4,4103.06,4104.37,4102.95,4104.33,7.911307917,0.080374568
