,datetime,code,open,high,low,close,volume,amt,open_interest
58,2015-04-02,000300.SH,4149.95,4156.84,4068.65,4124.78,33907000000.0,476618000000.0,0
59,2015-04-03,000300.SH,4104.67,4170.56,4092.38,4170.54,32130400000.0,466966000000.0,0
60,2015-04-07,000300.SH,4213.89,4260.47,4197.02,4260.04,41536300000.0,564646000000.0,0
61,2015-04-08,000300.SH,4277.45,4304.78,4204.83,4295.8,45867700000.0,658308000000.0,0
62,2015-04-09,000300.SH,4316.96,4332.17,4212.61,4262.14,43970000000.0,650419000000.0,0
63,2015-04-10,000300.SH,4249.38,4351.69,4231.2,4344.42,34819000000.0,509354000000.0,0
64,2015-04-13,000300.SH,4394.05,4432.02,4361.59,4421.07,43415300000.0,598518000000.0,0
65,2015-04-14,000300.SH,4432.13,4474.35,4385.91,4438.18,43443200000.0,602127000000.0,0
66,2015-04-15,000300.SH,4439.31,4476.0,4379.61,4380.51,47215400000.0,596823000000.0,0
67,2015-04-16,000300.SH,4355.49,4513.77,4335.63,4513.55,42260400000.0,564723000000.0,0
68,2015-04-17,000300.SH,4578.68,4630.27,4553.9,4596.14,55280300000.0,733954000000.0,0
69,2015-04-20,000300.SH,4615.03,4671.17,4492.6,4521.92,68643900000.0,939265000000.0,0
70,2015-04-21,000300.SH,4520.46,4620.06,4504.56,4619.16,49031500000.0,685365000000.0,0
71,2015-04-22,000300.SH,4637.06,4740.93,4632.59,4739.81,51621400000.0,769925000000.0,0
72,2015-04-23,000300.SH,4764.48,4782.04,4693.97,4740.89,49743100000.0,752258000000.0,0
73,2015-04-24,000300.SH,4682.63,4730.43,4618.32,4702.64,48015300000.0,721273000000.0,0
74,2015-04-27,000300.SH,4753.87,4810.48,4735.31,4807.59,51307700000.0,765910000000.0,0
75,2015-04-28,000300.SH,4811.32,4839.08,4703.57,4741.86,60863900000.0,860350000000.0,0
76,2015-04-29,000300.SH,4722.9,4797.93,4695.79,4774.33,39505700000.0,601676000000.0,0
77,2015-04-30,000300.SH,4788.41,4818.73,4749.48,4749.89,39972700000.0,612511000000.0,0
78,2015-05-04,000300.SH,4757.64,4795.92,4699.4,4787.74,37784400000.0,565453000000.0,0
79,2015-05-05,000300.SH,4785.19,4785.19,4572.98,4596.84,46042000000.0,660020000000.0,0
80,2015-05-06,000300.SH,4626.23,4700.91,4511.76,4553.33,37607400000.0,586034000000.0,0
81,2015-05-07,000300.SH,4520.82,4546.34,4467.46,4470.09,29775900000.0,427190000000.0,0
82,2015-05-08,000300.SH,4515.55,4559.06,4445.59,4558.4,30240800000.0,452091000000.0,0
83,2015-05-11,000300.SH,4582.09,4690.95,4535.15,4690.53,37383800000.0,583260000000.0,0
84,2015-05-12,000300.SH,4692.12,4748.0,4660.02,4747.42,37705400000.0,607123000000.0,0
85,2015-05-13,000300.SH,4746.71,4758.0,4678.85,4718.44,37073000000.0,590480000000.0,0
86,2015-05-14,000300.SH,4717.96,4735.28,4670.17,4700.78,33772500000.0,513220000000.0,0
87,2015-05-15,000300.SH,4690.75,4690.75,4592.05,4617.47,32843100000.0,506695000000.0,0
88,2015-05-18,000300.SH,4582.06,4623.38,4565.06,4575.14,26918000000.0,434083000000.0,0
89,2015-05-19,000300.SH,4577.64,4740.0,4577.64,4731.22,31478600000.0,524232000000.0,0
90,2015-05-20,000300.SH,4751.57,4843.1,4745.21,4754.92,36318100000.0,589956000000.0,0
91,2015-05-21,000300.SH,4768.69,4841.62,4746.03,4840.98,30505500000.0,505346000000.0,0
92,2015-05-22,000300.SH,4895.92,4951.99,4870.6,4951.33,45584700000.0,719130000000.0,0
93,2015-05-25,000300.SH,4949.11,5099.84,4949.11,5099.5,46573700000.0,757086000000.0,0
94,2015-05-26,000300.SH,5140.8,5199.29,5063.15,5198.92,48794900000.0,802296000000.0,0
95,2015-05-27,000300.SH,5216.17,5226.84,5126.86,5181.43,47079900000.0,777826000000.0,0
96,2015-05-28,000300.SH,5174.1,5213.18,4831.33,4834.01,57182900000.0,873207000000.0,0
97,2015-05-29,000300.SH,4839.53,4924.3,4665.52,4840.83,42787900000.0,636008000000.0,0
98,2015-06-01,000300.SH,4862.76,5079.32,4835.77,5076.18,41750400000.0,637844000000.0,0
99,2015-06-02,000300.SH,5091.27,5162.56,5047.08,5161.87,41297300000.0,658453000000.0,0
100,2015-06-03,000300.SH,5176.6,5186.97,5059.5,5143.59,41425800000.0,672057000000.0,0
101,2015-06-04,000300.SH,5156.01,5194.23,4863.46,5181.42,48276700000.0,735171000000.0,0
102,2015-06-05,000300.SH,5254.9,5288.34,5104.18,5230.55,54596100000.0,855224000000.0,0
103,2015-06-08,000300.SH,5259.41,5370.61,5202.6,5353.75,63731300000.0,949498000000.0,0
104,2015-06-09,000300.SH,5379.47,5380.43,5251.21,5317.46,57042700000.0,871432000000.0,0
105,2015-06-10,000300.SH,5254.3,5374.83,5209.68,5309.11,44216600000.0,711509000000.0,0
106,2015-06-11,000300.SH,5305.14,5329.29,5248.16,5306.59,39233900000.0,660585000000.0,0
107,2015-06-12,000300.SH,5329.28,5351.65,5283.09,5335.12,43013100000.0,694213000000.0,0
108,2015-06-15,000300.SH,5354.01,5362.45,5207.31,5221.17,47574600000.0,766238000000.0,0
109,2015-06-16,000300.SH,5165.02,5204.3,5015.26,5064.82,41167600000.0,651523000000.0,0
110,2015-06-17,000300.SH,5072.31,5158.37,4949.29,5138.83,39712400000.0,589868000000.0,0
111,2015-06-18,000300.SH,5107.69,5121.22,4926.43,4930.55,36439600000.0,555647000000.0,0
112,2015-06-19,000300.SH,4847.06,4910.45,4634.69,4637.05,35810500000.0,519610000000.0,0
113,2015-06-23,000300.SH,4641.42,4786.96,4455.33,4786.09,36508800000.0,536984000000.0,0
114,2015-06-24,000300.SH,4811.59,4883.73,4744.31,4880.13,43463900000.0,615374000000.0,0
115,2015-06-25,000300.SH,4906.24,4919.26,4667.22,4706.52,44613600000.0,640246000000.0,0
116,2015-06-26,000300.SH,4573.87,4650.19,4278.68,4336.19,44664000000.0,612959000000.0,0
117,2015-06-29,000300.SH,4446.84,4451.17,4000.93,4191.55,52566200000.0,704015000000.0,0
118,2015-06-30,000300.SH,4161.07,4475.77,4016.01,4473.0,52704500000.0,716046000000.0,0
119,2015-07-01,000300.SH,4408.98,4526.13,4235.7,4253.02,43172100000.0,623331000000.0,0
120,2015-07-02,000300.SH,4287.73,4312.19,4000.06,4108.0,45706200000.0,593507000000.0,0
121,2015-07-03,000300.SH,4017.2,4164.63,3785.9,3885.92,42930100000.0,538217000000.0,0
122,2015-07-06,000300.SH,4218.27,4218.27,3832.47,3998.54,64809500000.0,779558000000.0,0
123,2015-07-07,000300.SH,3877.85,3960.64,3743.62,3928.0,67938500000.0,795963000000.0,0
124,2015-07-08,000300.SH,3651.06,3762.62,3612.25,3663.04,58146700000.0,640122000000.0,0
125,2015-07-09,000300.SH,3621.68,3930.26,3537.83,3897.63,50387100000.0,564744000000.0,0
126,2015-07-10,000300.SH,3916.27,4179.11,3887.55,4106.56,50070200000.0,629080000000.0,0
127,2015-07-13,000300.SH,4132.23,4278.16,4072.43,4211.81,50209200000.0,659252000000.0,0
128,2015-07-14,000300.SH,4178.63,4258.51,4062.5,4112.15,45442200000.0,597521000000.0,0
129,2015-07-15,000300.SH,4068.88,4114.24,3899.51,3966.76,42195600000.0,514065000000.0,0
130,2015-07-16,000300.SH,3949.64,4067.02,3856.32,3997.36,33053100000.0,410051000000.0,0
131,2015-07-17,000300.SH,4023.76,4190.19,4000.23,4151.5,33110700000.0,435597000000.0,0
132,2015-07-20,000300.SH,4157.06,4221.69,4106.39,4160.61,35267300000.0,483494000000.0,0
133,2015-07-21,000300.SH,4109.76,4201.48,4081.7,4166.01,31837500000.0,431696000000.0,0
134,2015-07-22,000300.SH,4148.56,4187.43,4094.71,4157.16,31894600000.0,441833000000.0,0
135,2015-07-23,000300.SH,4158.93,4262.06,4148.82,4250.81,35447200000.0,483972000000.0,0
136,2015-07-24,000300.SH,4255.2,4299.65,4154.62,4176.28,39204500000.0,535902000000.0,0
137,2015-07-27,000300.SH,4097.8,4156.31,3817.17,3818.73,36505500000.0,477952000000.0,0
138,2015-07-28,000300.SH,3690.97,3883.45,3627.42,3811.09,38352700000.0,482655000000.0,0
139,2015-07-29,000300.SH,3839.96,3934.0,3769.19,3930.38,27697300000.0,372288000000.0,0
140,2015-07-30,000300.SH,3915.78,3968.53,3802.88,3815.41,27154900000.0,376351000000.0,0
141,2015-07-31,000300.SH,3777.15,3863.62,3757.99,3816.7,22237700000.0,299313000000.0,0
142,2015-08-03,000300.SH,3766.07,3829.24,3742.58,3829.24,24580500000.0,309631000000.0,0
143,2015-08-04,000300.SH,3827.37,3948.45,3801.03,3948.16,22023700000.0,288756000000.0,0
144,2015-08-05,000300.SH,3937.62,3962.28,3858.66,3866.9,20048400000.0,272694000000.0,0
145,2015-08-06,000300.SH,3802.93,3888.69,3793.24,3831.85,14727900000.0,195532000000.0,0
146,2015-08-07,000300.SH,3866.43,3926.65,3857.91,3906.94,18334900000.0,246546000000.0,0
147,2015-08-10,000300.SH,3947.47,4101.73,3932.84,4084.36,30678100000.0,401702000000.0,0
148,2015-08-11,000300.SH,4083.59,4110.13,4042.0,4066.67,32203400000.0,416997000000.0,0
149,2015-08-12,000300.SH,4025.67,4078.03,4015.35,4016.13,25514600000.0,339799000000.0,0
150,2015-08-13,000300.SH,4010.01,4075.7,3967.82,4075.46,24283700000.0,319888000000.0,0
151,2015-08-14,000300.SH,4097.92,4113.16,4056.73,4073.54,25339300000.0,340077000000.0,0
152,2015-08-17,000300.SH,4058.11,4081.77,4009.99,4077.87,25694000000.0,336831000000.0,0
153,2015-08-18,000300.SH,4084.31,4103.05,3816.55,3825.41,31988100000.0,424924000000.0,0
154,2015-08-19,000300.SH,3748.27,3898.74,3668.19,3886.14,26905000000.0,340923000000.0,0
155,2015-08-20,000300.SH,3848.4,3880.82,3761.45,3761.45,21216800000.0,270577000000.0,0
156,2015-08-21,000300.SH,3714.29,3757.78,3578.17,3589.54,21798600000.0,267498000000.0,0
157,2015-08-24,000300.SH,3454.6,3468.15,3266.55,3275.53,25543700000.0,273124000000.0,0
158,2015-08-25,000300.SH,3070.01,3200.11,3019.56,3042.93,27608100000.0,281160000000.0,0
159,2015-08-26,000300.SH,3062.57,3192.93,2952.01,3025.69,30827100000.0,312188000000.0,0
160,2015-08-27,000300.SH,3092.81,3206.72,3028.4,3205.64,26729500000.0,278770000000.0,0
161,2015-08-28,000300.SH,3246.24,3353.24,3223.62,3342.29,29949800000.0,318763000000.0,0
162,2015-08-31,000300.SH,3307.4,3368.28,3205.54,3366.54,28025000000.0,306611000000.0,0
163,2015-09-01,000300.SH,3296.53,3370.5,3190.58,3362.08,35245900000.0,351388000000.0,0
164,2015-09-02,000300.SH,3220.85,3387.02,3213.64,3365.83,34778900000.0,348986000000.0,0
165,2015-09-07,000300.SH,3347.29,3422.22,3240.24,3250.49,20422400000.0,221757000000.0,0
166,2015-09-08,000300.SH,3221.79,3340.22,3170.81,3334.02,15460000000.0,168295000000.0,0
167,2015-09-09,000300.SH,3344.82,3426.65,3330.29,3399.31,22046700000.0,258816000000.0,0
168,2015-09-10,000300.SH,3349.28,3398.32,3337.31,3357.56,14488300000.0,168108000000.0,0
169,2015-09-11,000300.SH,3349.88,3383.13,3315.48,3347.19,10854800000.0,130262000000.0,0
170,2015-09-14,000300.SH,3367.64,3373.92,3187.57,3281.13,20545700000.0,226169000000.0,0
171,2015-09-15,000300.SH,3208.74,3240.08,3131.98,3152.23,14355600000.0,145989000000.0,0
172,2015-09-16,000300.SH,3149.16,3345.92,3131.37,3309.25,15971000000.0,168270000000.0,0
173,2015-09-17,000300.SH,3287.66,3354.91,3237.0,3237.0,16940200000.0,190270000000.0,0
174,2015-09-18,000300.SH,3254.44,3280.88,3227.83,3251.27,10690300000.0,121753000000.0,0
175,2015-09-21,000300.SH,3222.6,3312.55,3211.93,3308.25,12278900000.0,145323000000.0,0
176,2015-09-22,000300.SH,3312.37,3371.41,3303.18,3339.03,14622200000.0,172493000000.0,0
177,2015-09-23,000300.SH,3290.07,3315.94,3253.33,3263.03,12317100000.0,136886000000.0,0
178,2015-09-24,000300.SH,3278.9,3300.86,3255.9,3285.0,10201100000.0,120821000000.0,0
179,2015-09-25,000300.SH,3272.67,3290.86,3201.91,3231.95,12141900000.0,137602000000.0,0
180,2015-09-28,000300.SH,3226.61,3246.55,3186.51,3242.75,7421950000.0,88007500000.0,0
181,2015-09-29,000300.SH,3197.22,3208.42,3159.04,3178.85,8715060000.0,96691500000.0,0
182,2015-09-30,000300.SH,3195.9,3223.91,3186.77,3202.95,7855930000.0,95881600000.0,0
183,2015-10-08,000300.SH,3324.98,3337.33,3294.6,3296.48,13208200000.0,164121000000.0,0
184,2015-10-09,000300.SH,3302.36,3352.38,3293.97,3340.12,12435300000.0,144731000000.0,0
185,2015-10-12,000300.SH,3351.14,3486.63,3347.25,3447.69,22140000000.0,263706000000.0,0
186,2015-10-13,000300.SH,3422.48,3452.05,3413.97,3445.04,14543400000.0,174979000000.0,0
187,2015-10-14,000300.SH,3431.14,3458.7,3403.23,3406.11,15217400000.0,174599000000.0,0
188,2015-10-15,000300.SH,3403.39,3486.81,3402.32,3486.81,17115800000.0,201882000000.0,0
189,2015-10-16,000300.SH,3508.52,3537.54,3487.1,3534.07,20896500000.0,252211000000.0,0
190,2015-10-19,000300.SH,3548.95,3572.99,3502.5,3534.18,20760700000.0,254891000000.0,0
191,2015-10-20,000300.SH,3527.88,3577.8,3510.44,3577.7,17902500000.0,226526000000.0,0
192,2015-10-21,000300.SH,3580.84,3601.24,3417.41,3473.25,28207600000.0,326887000000.0,0
193,2015-10-22,000300.SH,3453.2,3530.77,3442.31,3524.53,18430600000.0,223584000000.0,0
194,2015-10-23,000300.SH,3536.84,3581.84,3515.82,3571.24,19829400000.0,247060000000.0,0
195,2015-10-26,000300.SH,3614.7,3620.76,3561.19,3589.26,20424900000.0,270490000000.0,0
196,2015-10-27,000300.SH,3569.45,3601.05,3486.1,3592.88,19205600000.0,239043000000.0,0
197,2015-10-28,000300.SH,3575.8,3598.17,3517.21,3524.92,17097700000.0,213303000000.0,0
198,2015-10-29,000300.SH,3539.98,3561.81,3507.97,3533.31,12701000000.0,161052000000.0,0
199,2015-10-30,000300.SH,3530.22,3574.47,3497.57,3534.08,13914200000.0,183317000000.0,0
200,2015-11-02,000300.SH,3489.23,3543.45,3474.71,3475.96,13000300000.0,167455000000.0,0
201,2015-11-03,000300.SH,3484.72,3501.7,3452.62,3465.49,10140200000.0,132232000000.0,0
202,2015-11-04,000300.SH,3477.16,3628.54,3477.16,3628.54,20542400000.0,266956000000.0,0
203,2015-11-05,000300.SH,3630.78,3781.41,3627.3,3705.97,39804700000.0,495138000000.0,0
204,2015-11-06,000300.SH,3698.34,3801.71,3694.66,3793.37,29875300000.0,389779000000.0,0
205,2015-11-09,000300.SH,3796.38,3891.77,3796.38,3840.35,35680500000.0,463162000000.0,0
206,2015-11-10,000300.SH,3806.67,3876.49,3798.82,3833.24,28652000000.0,380911000000.0,0
207,2015-11-11,000300.SH,3828.45,3843.11,3781.41,3833.65,23223400000.0,307008000000.0,0
208,2015-11-12,000300.SH,3841.74,3843.9,3771.27,3795.32,21753800000.0,302447000000.0,0
209,2015-11-13,000300.SH,3756.2,3793.71,3727.58,3746.24,20349000000.0,281961000000.0,0
210,2015-11-16,000300.SH,3682.73,3764.41,3680.07,3764.13,16169100000.0,227484000000.0,0
211,2015-11-17,000300.SH,3790.43,3852.77,3750.16,3758.39,24853300000.0,365139000000.0,0
212,2015-11-18,000300.SH,3760.46,3771.85,3706.31,3715.58,18568900000.0,254138000000.0,0
213,2015-11-19,000300.SH,3725.62,3775.23,3714.68,3774.97,15463200000.0,204558000000.0,0
214,2015-11-20,000300.SH,3778.88,3793.54,3757.03,3774.38,18695200000.0,242295000000.0,0
215,2015-11-23,000300.SH,3774.44,3802.85,3743.41,3753.34,17562700000.0,234641000000.0,0
216,2015-11-24,000300.SH,3745.76,3754.17,3702.74,3753.89,14338300000.0,192495000000.0,0
217,2015-11-25,000300.SH,3747.76,3781.86,3735.72,3781.61,15194500000.0,215125000000.0,0
218,2015-11-26,000300.SH,3795.25,3805.84,3756.82,3759.43,17352500000.0,239797000000.0,0
219,2015-11-27,000300.SH,3739.1,3742.74,3534.39,3556.99,20893900000.0,269758000000.0,0
220,2015-11-30,000300.SH,3554.89,3587.97,3455.07,3566.41,17320100000.0,220098000000.0,0
221,2015-12-01,000300.SH,3562.32,3617.31,3536.12,3591.7,13653700000.0,176599000000.0,0
222,2015-12-02,000300.SH,3587.76,3725.85,3573.4,3721.95,21353900000.0,260939000000.0,0
223,2015-12-03,000300.SH,3709.55,3758.45,3693.14,3749.3,19776200000.0,236699000000.0,0
224,2015-12-04,000300.SH,3719.73,3726.12,3667.29,3677.59,15120000000.0,196456000000.0,0
225,2015-12-07,000300.SH,3681.58,3699.34,3658.58,3687.61,11388300000.0,161220000000.0,0
226,2015-12-08,000300.SH,3668.84,3668.84,3619.44,3623.02,12578100000.0,163317000000.0,0
227,2015-12-09,000300.SH,3613.42,3655.16,3611.49,3635.94,11332500000.0,154320000000.0,0
228,2015-12-10,000300.SH,3634.37,3678.32,3615.99,3623.08,12021600000.0,168622000000.0,0
229,2015-12-11,000300.SH,3605.37,3630.74,3578.15,3608.06,11032200000.0,145249000000.0,0
230,2015-12-14,000300.SH,3573.88,3712.5,3571.0,3711.32,15176900000.0,203292000000.0,0
231,2015-12-15,000300.SH,3707.73,3717.36,3679.23,3694.39,12648200000.0,186795000000.0,0
232,2015-12-16,000300.SH,3703.95,3713.09,3677.45,3685.44,11134300000.0,160118000000.0,0
233,2015-12-17,000300.SH,3712.78,3768.84,3709.85,3755.89,17792400000.0,242544000000.0,0
234,2015-12-18,000300.SH,3754.96,3810.22,3750.93,3767.91,17346600000.0,232281000000.0,0
235,2015-12-21,000300.SH,3762.1,3877.82,3759.99,3865.97,21743500000.0,289905000000.0,0
236,2015-12-22,000300.SH,3872.1,3880.47,3841.59,3876.73,18030400000.0,243797000000.0,0
237,2015-12-23,000300.SH,3877.87,3926.69,3862.96,3866.38,20701700000.0,294711000000.0,0
238,2015-12-24,000300.SH,3858.13,3867.68,3787.08,3829.4,14718100000.0,203684000000.0,0
239,2015-12-25,000300.SH,3832.08,3848.02,3813.2,3838.2,11962400000.0,163315000000.0,0
240,2015-12-28,000300.SH,3847.53,3853.39,3727.63,3727.63,15398800000.0,210026000000.0,0
241,2015-12-29,000300.SH,3723.05,3762.05,3710.48,3761.87,10188600000.0,140405000000.0,0
242,2015-12-30,000300.SH,3762.91,3765.66,3726.28,3765.18,10563000000.0,155744000000.0,0
243,2015-12-31,000300.SH,3760.9,3772.62,3727.32,3731.0,10187400000.0,145044000000.0,0
244,2016-01-04,000300.SH,3725.86,3726.24,3468.95,3469.07,11537100000.0,145968000000.0,0
245,2016-01-05,000300.SH,3382.18,3518.22,3377.28,3478.78,16211700000.0,196017000000.0,0
246,2016-01-06,000300.SH,3482.41,3543.74,3468.47,3539.81,14596600000.0,160947000000.0,0
247,2016-01-07,000300.SH,3481.15,3481.15,3284.74,3294.38,4410260000.0,47130800000.0,0
248,2016-01-08,000300.SH,3371.87,3418.85,3237.93,3361.56,18595900000.0,203499000000.0,0
249,2016-01-11,000300.SH,3303.12,3342.48,3192.45,3192.45,17463800000.0,184464000000.0,0
250,2016-01-12,000300.SH,3214.82,3242.25,3174.55,3215.71,12822600000.0,142049000000.0,0
251,2016-01-13,000300.SH,3240.48,3257.3,3155.88,3155.88,12066600000.0,130886000000.0,0
252,2016-01-14,000300.SH,3076.64,3226.66,3072.04,3221.57,13453800000.0,144772000000.0,0
253,2016-01-15,000300.SH,3200.89,3216.8,3101.05,3118.73,12460200000.0,131883000000.0,0
254,2016-01-18,000300.SH,3068.23,3165.62,3066.73,3130.73,10112800000.0,109458000000.0,0
255,2016-01-19,000300.SH,3132.7,3227.91,3119.22,3223.12,12765400000.0,142908000000.0,0
256,2016-01-20,000300.SH,3204.22,3225.95,3154.43,3174.38,13065100000.0,143313000000.0,0
257,2016-01-21,000300.SH,3136.38,3202.54,3081.35,3081.35,11119000000.0,121856000000.0,0
258,2016-01-22,000300.SH,3114.9,3132.17,3053.96,3113.46,8995110000.0,96885700000.0,0
259,2016-01-25,000300.SH,3129.03,3149.33,3105.1,3128.89,8154010000.0,85777900000.0,0
260,2016-01-26,000300.SH,3099.6,3106.53,2934.65,2940.51,12693400000.0,127251000000.0,0
261,2016-01-27,000300.SH,2953.18,2963.54,2839.29,2930.35,13222900000.0,126998000000.0,0
262,2016-01-28,000300.SH,2909.33,2941.89,2841.84,2853.76,9922280000.0,95663900000.0,0
263,2016-01-29,000300.SH,2855.6,2965.31,2854.37,2946.09,11330400000.0,109462000000.0,0
264,2016-02-01,000300.SH,2939.04,2944.52,2869.56,2901.05,8679530000.0,82931400000.0,0
265,2016-02-02,000300.SH,2901.53,2972.43,2901.51,2961.33,8860200000.0,88740200000.0,0
266,2016-02-03,000300.SH,2931.29,2954.71,2909.9,2948.64,7738900000.0,74817100000.0,0
267,2016-02-04,000300.SH,2960.33,2999.21,2960.21,2984.76,9177970000.0,91550300000.0,0
268,2016-02-05,000300.SH,2982.06,2988.36,2962.85,2963.79,7685080000.0,77443200000.0,0
269,2016-02-15,000300.SH,2888.43,2961.49,2886.02,2946.71,7291940000.0,71285000000.0,0
270,2016-02-16,000300.SH,2962.19,3042.09,2962.19,3037.04,11258000000.0,112300000000.0,0
271,2016-02-17,000300.SH,3034.09,3065.78,3027.05,3063.32,12829200000.0,122279000000.0,0
272,2016-02-18,000300.SH,3079.53,3093.51,3049.84,3053.7,12440100000.0,122619000000.0,0
